"id","text","freq","class","city","prob","medianDocMidDist","nchars","nwords","folds"
538079,"outlining who is to be recommended for the award if other than the apparent low is being considered",226,0,"Indiana_Indianapolis",8.49e-05,0.261904762,99,18,5
858524,"year unless otherwise expressly stipulated and provided by law",16,0,"Indiana_Indianapolis",6.01e-06,0.416086305,62,9,2
17098,"advanced features such as page forwarding",1,1,"Indiana_Indianapolis",3.76e-07,0.331683168,41,6,2
301958,"fleet services",123,1,"Indiana_Indianapolis",4.62e-05,0.211538462,14,2,4
297350,"final agreement",3278,1,"Indiana_Indianapolis",0.001231075,0.246253817,15,2,4
263769,"efforts the primary goal is to better understand and end of the project will be select a consultant to",1,0,"Indiana_Indianapolis",3.76e-07,0.077827548,102,19,4
78287,"audit performance",88,1,"Indiana_Indianapolis",3.3e-05,0.394736842,17,2,4
49605,"annual budget section c of the city county annual budget for be and is hereby amended by",96,1,"Indiana_Indianapolis",3.61e-05,0.18434975,88,17,5
341890,"health and welfare",227,1,"Indiana_Indianapolis",8.53e-05,0.220973783,18,3,4
229943,"description project to provide off network facilitation of live video stream broadcast of",1,1,"Indiana_Indianapolis",3.76e-07,0.032967033,89,13,2
295429,"ffl",1,1,"Indiana_Indianapolis",3.76e-07,0.04954955,3,1,5
255145,"drug treatment coordinator jennifer fillmore e ohio suite",1,0,"Indiana_Indianapolis",3.76e-07,0.244281046,57,8,5
147059,"classification to provide for recreational facilities including eight additional volleyball courts a",1,0,"Indiana_Indianapolis",3.76e-07,0.314737719,100,12,3
351436,"hosting an annual job fair for persons with disabilities as well as hosting the",1,0,"Indiana_Indianapolis",3.76e-07,0.174273859,79,14,3
654468,"school year financed by a federal grant and transfer of funds between characters by a vote",1,0,"Indiana_Indianapolis",3.76e-07,0.156286722,90,16,5
756838,"the parks and recreation committee of the city county council met on",55,0,"Indiana_Indianapolis",2.07e-05,0.341860465,68,12,5
442719,"mansfield mascari moriarty adams oliver osili robinson scales simpson talley",2,0,"Indiana_Indianapolis",7.51e-07,0.241545627,76,10,5
205356,"county township parcel or key number for real property",5469,0,"Indiana_Indianapolis",0.00205392,0.250291886,54,9,2
647649,"said he believes citizens would be more willing to accept the increase in coit if they",1,0,"Indiana_Indianapolis",3.76e-07,0.019572954,86,16,1
303986,"follows",3822,1,"Indiana_Indianapolis",0.001435378,0.3,7,1,1
79614,"automate ms beth white marion county clerk asked if the vendor has local presence and",1,0,"Indiana_Indianapolis",3.76e-07,0.367805755,85,15,1
301765,"flagler pl lawrence",1,1,"Indiana_Indianapolis",3.76e-07,0.131926121,19,3,4
470781,"months it was purchased as the reporting engine for",1,0,"Indiana_Indianapolis",3.76e-07,0.019898391,51,9,4
625390,"report name revenue by account detail all depts page of date run nov",131,0,"Indiana_Indianapolis",4.92e-05,0.251451187,68,13,5
841531,"while finding places where unnecessary purchases can be withheld",1,0,"Indiana_Indianapolis",3.76e-07,0.245098039,64,9,3
543989,"park maintenance and forestry maintains the grounds and facilities of the park system also manages the urban canopy",6,0,"Indiana_Indianapolis",2.25e-06,0.385125575,115,18,2
54299,"appeal taxes now attn change",1269,0,"Indiana_Indianapolis",0.000476582,0.265822785,28,5,1
859100,"yeas bateman brown cain cardwell cockrum coleman day hunter lutz mahern",5,0,"Indiana_Indianapolis",1.88e-06,0.422102202,71,11,1
805307,"units in structure occupied housing units",1,0,"Indiana_Indianapolis",3.76e-07,0.437440758,41,6,2
324881,"general resolution no approves the issuance of one or more series of sanitary district",2,0,"Indiana_Indianapolis",7.51e-07,0.451274262,86,14,4
862013,"zon",1427,1,"Indiana_Indianapolis",0.00053592,0.15,3,1,1
276664,"equalize within major felony drug section courts",2,0,"Indiana_Indianapolis",7.51e-07,0.467402734,48,7,2
378845,"indygov",1356,1,"Indiana_Indianapolis",0.000509255,0.281683277,7,1,4
496046,"no monthly taxicab certificate first offense in twelve month period",14,0,"Indiana_Indianapolis",5.26e-06,0.255231559,67,10,4
491795,"new construction",2,1,"Indiana_Indianapolis",7.51e-07,0.452446869,16,2,2
424442,"legal description provided on form property record card for real property or business name for personal property",5469,0,"Indiana_Indianapolis",0.00205392,0.250192373,112,17,1
576300,"professional services",555,1,"Indiana_Indianapolis",0.000208434,0.237791134,21,2,2
719352,"taxicab operator dress code violation first offense in twelve month period",11,0,"Indiana_Indianapolis",4.13e-06,0.256358768,74,11,1
595203,"proposal no was retitled general resolution no and reads as",326,0,"Indiana_Indianapolis",0.000122432,0.303276296,59,10,3
536543,"other updates",31,1,"Indiana_Indianapolis",1.16e-05,0.108695652,13,2,1
588065,"proposal no adopts the annual budget for the city of indianapolis and",37,0,"Indiana_Indianapolis",1.39e-05,0.277777778,69,12,1
740731,"the determination of the county property tax assessment board of appeals is justified for the following reasons",5469,0,"Indiana_Indianapolis",0.00205392,0.250204942,111,17,1
19468,"after ptaboa",28882,1,"Indiana_Indianapolis",0.010846832,0.242777761,12,2,5
369540,"in committee",2,1,"Indiana_Indianapolis",7.51e-07,0.313354763,12,2,2
153634,"commercial",5571,1,"Indiana_Indianapolis",0.002092227,0.247779544,10,1,1
819133,"waive",3,1,"Indiana_Indianapolis",1.13e-06,0.480230643,5,1,5
860047,"you are hereby notified that the assessed value of the property described on this notification is determine to the value stated above as",5469,0,"Indiana_Indianapolis",0.00205392,0.250177823,136,23,3
70295,"assessment board of appeals the indiana board of tax industrial personal",5469,0,"Indiana_Indianapolis",0.00205392,0.250244927,72,11,3
307360,"for major policy decisions budgeting long range planning and the day to day coordination of five departmental divisions fire",2,0,"Indiana_Indianapolis",7.51e-07,0.390821784,124,19,1
138178,"char materials and supplies",2022,1,"Indiana_Indianapolis",0.000759376,0.24090058,27,4,5
239042,"digest authorizes intersection controls in the hudson bay at southern dunes subdivision",31,0,"Indiana_Indianapolis",1.16e-05,0.249642346,87,12,4
240696,"digest recognizes the public service of councillor pamela hickman",30,0,"Indiana_Indianapolis",1.13e-05,0.25,65,9,4
93777,"belleview pl",12,1,"Indiana_Indianapolis",4.51e-06,0.304408933,12,2,4
127628,"ccc monthly budget tracking all depts of",367,1,"Indiana_Indianapolis",0.000137829,0.246882793,40,7,2
605884,"q",295,1,"Indiana_Indianapolis",0.000110789,0.214285714,1,1,4
499944,"notes to financial statements",703,1,"Indiana_Indianapolis",0.000264016,0.08070998,29,4,5
222340,"deductions that could reduce your property taxes",1,0,"Indiana_Indianapolis",3.76e-07,0.33625731,48,7,2
144171,"city county special resolution no",838,1,"Indiana_Indianapolis",0.000314717,0.370867635,33,5,4
467688,"miscellaneous revenue to be received through dec of present year",189,0,"Indiana_Indianapolis",7.1e-05,0.163336109,64,10,3
195997,"councillor robinson asked of the new jobs how many of those employees will live in",1,0,"Indiana_Indianapolis",3.76e-07,0.153,82,15,4
820529,"warren twp small claims",1514,1,"Indiana_Indianapolis",0.000568593,0.209090909,23,4,4
496446,"non lapsing federal grants",54,1,"Indiana_Indianapolis",2.03e-05,0.166537568,26,4,1
764302,"there will be a meeting of the public works committee of the city county council on",182,0,"Indiana_Indianapolis",6.84e-05,0.230012727,83,16,1
789942,"to statistically examine changes in jack in the pulpit height i used repeated measures one way",1,0,"Indiana_Indianapolis",3.76e-07,0.361313869,94,16,1
24029,"ajabu as a lay person to the marion county community corrections advisory board and the",1,0,"Indiana_Indianapolis",3.76e-07,0.269230769,87,15,2
98445,"b if the recommendation of the mayor has been approved by the committee on rules and public policy prior to",1,0,"Indiana_Indianapolis",3.76e-07,0.443373968,107,20,3
790170,"total agency division expenses",262,1,"Indiana_Indianapolis",9.84e-05,0.255324039,30,4,5
484528,"name parcel case tax rep ptaboa",5570,1,"Indiana_Indianapolis",0.002091851,0.264822618,31,6,1
399862,"is derived from cable franchise fee revenues paid into the consolidated county general fund partial funding for capital equipment acquisitions is obtained from the peg",1,0,"Indiana_Indianapolis",3.76e-07,0.359496964,167,25,1
498250,"northwest outer district preliminary incident counts",1,0,"Indiana_Indianapolis",3.76e-07,0.396694215,52,6,3
386890,"institution pay on the bond or disburse",2,0,"Indiana_Indianapolis",7.51e-07,0.274935015,39,7,4
13387,"additions reductions",31,1,"Indiana_Indianapolis",1.16e-05,0.114178269,20,2,2
88140,"be accessed after the hearing at assessor revision warranted due to the demolition remo",1,0,"Indiana_Indianapolis",3.76e-07,0.022233425,87,14,5
819695,"w a lt o n cr st",1,1,"Indiana_Indianapolis",3.76e-07,0.253067485,16,7,5
598120,"provided however that nothing in this ordinance shall prevent the offices of the county clerk county prosecutor and the courts",1,0,"Indiana_Indianapolis",3.76e-07,0.312267658,126,20,2
773230,"this bond is transferable or exchangeable only upon the books of the city kept for that",2,0,"Indiana_Indianapolis",7.51e-07,0.224350323,87,16,3
449194,"west line of the leopard subdivision a distance of feet more or less to the",1,0,"Louisiana_Shreveport",8.01e-07,0.230633803,75,15,3
38761,"a resolutions on second reading and final passage",108,1,"Louisiana_Shreveport",8.65e-05,0.270778995,49,8,4
29990,"an ordinance closing and date",12,1,"Louisiana_Shreveport",9.61e-06,0.416471054,29,5,5
96504,"could be put into good use right now in inner cities to help revitalize their neighborhood",1,0,"Louisiana_Shreveport",8.01e-07,0.081677019,90,16,4
81086,"civicplus",2959,1,"Louisiana_Shreveport",0.00236946,0.470588235,9,1,1
118437,"councilman shyne inaudible ms lawrence you can take your seat hear",1,1,"Louisiana_Shreveport",8.01e-07,0.090377548,66,11,4
247211,"merry berry christmas festival parade",2904,0,"Louisiana_Shreveport",0.002325418,0.151791092,37,5,3
162876,"explanation on what that is and where that coming from",1,0,"Louisiana_Shreveport",8.01e-07,0.451947683,54,10,4
214212,"investment pool",30,0,"Louisiana_Shreveport",2.4e-05,0.197277999,15,2,1
17456,"amount offered none appraised value district a",35,0,"Louisiana_Shreveport",2.8e-05,0.346511628,46,7,4
80114,"city of shreveport a tract of land located in the s of section and in the n of",2,0,"Louisiana_Shreveport",1.6e-06,0.264845039,78,18,1
75786,"changed to shreveport city code",8,0,"Louisiana_Shreveport",6.41e-06,0.24032689,31,5,5
456868,"whereas the parties now desire to further amend the agreement to provide for",2,0,"Louisiana_Shreveport",1.6e-06,0.032459914,76,13,3
49274,"back to the chair as well as to all the council members and that will be forthcoming mr antee",2,0,"Louisiana_Shreveport",1.6e-06,0.473372781,93,19,4
364385,"sit through one of our meetings to say this is something that serious to us and the fact that",1,0,"Louisiana_Shreveport",8.01e-07,0.160285529,93,19,1
211639,"internal service funds",68,1,"Louisiana_Shreveport",5.45e-05,0.323908206,22,3,4
321712,"project manager zagars",11,1,"Louisiana_Shreveport",8.81e-06,0.204251386,22,3,2
272339,"na not applicable because previous month was zero",275,1,"Louisiana_Shreveport",0.00022021,0.278481013,49,8,2
79967,"city of shreveport",8208,1,"Louisiana_Shreveport",0.006572668,0.294871795,18,3,3
254579,"moving to the beat making your own hula hoop",1431,0,"Louisiana_Shreveport",0.001145893,0.140718563,44,9,5
128790,"councilman wooley yeah only like two public comments left",2,0,"Louisiana_Shreveport",1.6e-06,0.178274035,57,9,4
357710,"s ft of lot boisseau annex",1,1,"Louisiana_Shreveport",8.01e-07,0.157996894,26,6,1
81494,"classified",323,1,"Louisiana_Shreveport",0.000258647,0.193106286,10,1,2
247731,"michael corbin",39,1,"Louisiana_Shreveport",3.12e-05,0.437106918,14,2,5
71351,"capacity for the next to years would be to construct additional water",14,0,"Louisiana_Shreveport",1.12e-05,0.23506494,69,12,4
93455,"contractor jpd",41,1,"Louisiana_Shreveport",3.28e-05,0.426873857,14,2,1
311192,"pertinent information related to compliance with the foregoing requirements including",9,0,"Louisiana_Shreveport",7.21e-06,0.097243492,85,10,2
156228,"engineering environment services",103,1,"Louisiana_Shreveport",8.25e-05,0.080246914,32,3,3
375578,"street shreveport la postponed until",2,0,"Louisiana_Shreveport",1.6e-06,0.379285087,36,5,3
230854,"limited to climate control storage mini warehouses residence and outside storage of",1,0,"Louisiana_Shreveport",8.01e-07,0.241721854,83,12,5
91962,"contact us",6051,1,"Louisiana_Shreveport",0.004845421,0.414285714,10,2,5
280646,"now therefore be it ordained by the city council of the city of shreveport",248,0,"Louisiana_Shreveport",0.000198589,0.313396595,74,14,1
346039,"riverfront development",144,1,"Louisiana_Shreveport",0.00011531,0.414138236,22,2,4
78171,"chris hays black history program",2882,0,"Louisiana_Shreveport",0.002307801,0.198630137,32,5,4
195280,"home",9029,1,"Louisiana_Shreveport",0.007230095,0.357142857,4,1,2
154210,"email page",2965,1,"Louisiana_Shreveport",0.002374264,0.343137255,10,2,5
186033,"guests sir",1,1,"Louisiana_Shreveport",8.01e-07,0.490501319,10,2,3
325723,"providing with respect thereto disparity study a lester introduced",45,0,"Louisiana_Shreveport",3.6e-05,0.194444444,66,9,3
24500,"and providing for an encroachment on a portion of the montrose dr row",1,0,"Louisiana_Shreveport",8.01e-07,0.111111111,69,13,4
236058,"louisiana was called to order by chairman theron jackson at",5,0,"Louisiana_Shreveport",4e-06,0.4976535,59,10,2
435071,"until",450,1,"Louisiana_Shreveport",0.000360344,0.362222992,5,1,5
170876,"ford motor credit company uncancelled mortgage in favor of ford motor credit",1,0,"Louisiana_Shreveport",8.01e-07,0.419760479,76,12,1
462262,"withdraw this assuring you this name will come back to you but looking for four",1,0,"Louisiana_Shreveport",8.01e-07,0.026653974,79,15,5
184332,"grand opening activities of the red river entertainment district and to otherwise provide with respect",1,0,"Louisiana_Shreveport",8.01e-07,0.455530217,102,15,1
167181,"finance department accounting division",35,1,"Louisiana_Shreveport",2.8e-05,0.48125,38,4,1
462332,"with grass carp",1,1,"Louisiana_Shreveport",8.01e-07,0.037719796,15,3,3
161830,"exhibit c",21,1,"Louisiana_Shreveport",1.68e-05,0.347865502,9,2,5
218089,"items or applications and to this end the provisions of this ordinance are hereby",64,1,"Louisiana_Shreveport",5.12e-05,0.349148958,81,14,4
2,"a",339,1,"Louisiana_Shreveport",0.000271459,0.241424802,1,1,4
139518,"departments",465,1,"Louisiana_Shreveport",0.000372355,0.104651163,11,1,4
84277,"coming at one time normally usually one humongous group that comes to",1,0,"Louisiana_Shreveport",8.01e-07,0.254172185,69,12,3
315770,"posted on",4557,1,"Louisiana_Shreveport",0.00364908,0.119318182,9,2,1
361641,"shreveport i want to say that i appreciate the support you all gave to the people in the",1,0,"Louisiana_Shreveport",8.01e-07,0.125,88,18,5
148030,"d ordinances on second reading and final passage numbers are",146,0,"Louisiana_Shreveport",0.000116911,0.086866691,60,10,2
139749,"department we felt that money should be allocated it not that we think it should",2,0,"Louisiana_Shreveport",1.6e-06,0.095003785,80,15,4
367049,"someone is appointed to a committee that we check them out that if they owe us any",1,0,"Louisiana_Shreveport",8.01e-07,0.278586279,82,17,2
5833,"address a problem in the city of shreveport so i want the citizens of this city to know",1,0,"Louisiana_Shreveport",8.01e-07,0.24076087,87,18,1
124362,"councilman walford mr chairman since there is pending state legislation i",1,0,"Louisiana_Shreveport",8.01e-07,0.022999521,73,11,2
